specific_NameDe,generic_candidates_NameDe
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalk-Gips-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kunstharzputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Recycling Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kleber für Gipsplatten
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gips Kalk Putz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalkzement Putzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalkputzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gipsputz (innen)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kunstharzestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Recycling Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Voranstrich (Kunstharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Lehmputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Zementestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kalk-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Epoxidharzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Recycling Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Faserverstärkte Spachtelmasse
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Voranstrich (Silikonharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Zementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Gipsputz (Gips)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Recycling Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kalkzementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Voranstrich (Silikat-Dispersion)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Armierung (Kunstharzspachtel)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Fliesenkleber
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Calciumsulfatestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kalk-Gips-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kunstharzputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Recycling Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kleber für Gipsplatten
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Gips Kalk Putz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kalkzement Putzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kalkputzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Gipsputz (innen)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Mülheim, Germany",Kunstharzestrich
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Recycling Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Voranstrich (Kunstharz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Lehmputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Zementestrich
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kalk-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Epoxidharzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Recycling Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Faserverstärkte Spachtelmasse
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Voranstrich (Silikonharz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Zementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Gipsputz (Gips)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Recycling Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kalkzementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Voranstrich (Silikat-Dispersion)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Armierung (Kunstharzspachtel)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Fliesenkleber
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Calciumsulfatestrich
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kalk-Gips-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kunstharzputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Recycling Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kleber für Gipsplatten
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Gips Kalk Putz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kalkzement Putzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kalkputzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Gipsputz (innen)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNMK Version 1, Transportbetonwerk Trier, Germany",Kunstharzestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Recycling Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Voranstrich (Kunstharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Lehmputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Zementestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kalk-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Epoxidharzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Recycling Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Faserverstärkte Spachtelmasse
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Voranstrich (Silikonharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Zementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Gipsputz (Gips)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Recycling Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kalkzementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Voranstrich (Silikat-Dispersion)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Armierung (Kunstharzspachtel)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Fliesenkleber
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Calciumsulfatestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kalk-Gips-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kunstharzputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Recycling Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kleber für Gipsplatten
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Gips Kalk Putz
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kalkzement Putzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kalkputzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Gipsputz (innen)
"Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Lünen, Germany",Kunstharzestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Recycling Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Voranstrich (Kunstharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Lehmputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Zementestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalk-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Epoxidharzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Recycling Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Faserverstärkte Spachtelmasse
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C30/37
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Voranstrich (Silikonharz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Zementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gipsputz (Gips)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Recycling Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalkzementmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Voranstrich (Silikat-Dispersion)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Armierung (Kunstharzspachtel)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Fliesenkleber
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Calciumsulfatestrich
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalk-Gips-Innenputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kunstharzputz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Recycling Transportbeton C20/25
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kleber für Gipsplatten
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gips Kalk Putz
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C50/60
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalkzement Putzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kalkputzmörtel
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Transportbeton C25/30
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Gipsputz (innen)
"Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany",Kunstharzestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Recycling Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Voranstrich (Kunstharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Lehmputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Zementestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Kalk-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Epoxidharzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Recycling Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Faserverstärkte Spachtelmasse
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Voranstrich (Silikonharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Zementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Gipsputz (Gips)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Recycling Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Kalkzementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Langenfeld, Germany",Voranstrich (Silikat-Dispersion)
